model,set,pair,wording,a,b,source,n_readings_per_order,p_a_forward_readings,p_a_reverse_readings,p_a_forward_median,p_a_reverse_median,choice_probability_a,measurable,selected,captured_mass
Llama-3.1-405B,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,NDIF,1,0.9999,0.9820,0.9999,0.9820,0.9910,1,d1_F-A-D_a,1.0000
Llama-3.1-70B,constructed,d1_F-L-P_a|d1_F-A-P_a,a,d1_F-L-P_a,d1_F-A-P_a,NDIF,1,0.0022,0.0230,0.0022,0.0230,0.0126,1,d1_F-A-P_a,0.9978
Llama-3.1-70B,constructed,d1_F-L-P_b|d1_F-A-D_b,b,d1_F-L-P_b,d1_F-A-D_b,NDIF,1,0.0001,0.0022,0.0001,0.0022,0.0011,1,d1_F-A-D_b,1.0000
Llama-3.1-70B,constructed,d1_F-L-P_b|d1_F-A-N_b,b,d1_F-L-P_b,d1_F-A-N_b,NDIF,1,0.0003,0.0675,0.0003,0.0675,0.0339,1,d1_F-A-N_b,0.9998
Llama-3.1-70B,constructed,d1_F-L-P_b|d1_F-A-P_b,b,d1_F-L-P_b,d1_F-A-P_b,NDIF,1,0.0001,0.0067,0.0001,0.0067,0.0034,1,d1_F-A-P_b,0.9994
Llama-3.1-70B,constructed,d1_F-L-P_c|d1_F-A-D_c,c,d1_F-L-P_c,d1_F-A-D_c,NDIF,1,0.0019,0.0017,0.0019,0.0017,0.0018,1,d1_F-A-D_c,0.9997
Llama-3.1-70B,constructed,d1_F-L-P_c|d1_F-A-N_c,c,d1_F-L-P_c,d1_F-A-N_c,NDIF,1,0.0124,0.0159,0.0124,0.0159,0.0142,1,d1_F-A-N_c,0.9953
Llama-3.1-70B,constructed,d1_F-L-P_c|d1_F-A-P_c,c,d1_F-L-P_c,d1_F-A-P_c,NDIF,1,0.0041,0.0203,0.0041,0.0203,0.0122,1,d1_F-A-P_c,0.9765
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-A-D_a,a,d1_F-SS-D_a,d1_F-A-D_a,NDIF,1,0.0010,0.0007,0.0010,0.0007,0.0009,1,d1_F-A-D_a,0.9999
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-A-N_a,a,d1_F-SS-D_a,d1_F-A-N_a,NDIF,1,0.0025,0.0019,0.0025,0.0019,0.0022,1,d1_F-A-N_a,0.9999
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-A-P_a,a,d1_F-SS-D_a,d1_F-A-P_a,NDIF,1,0.0017,0.0032,0.0017,0.0032,0.0024,1,d1_F-A-P_a,0.9997
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-L-D_a,a,d1_F-SS-D_a,d1_F-L-D_a,NDIF,1,0.1067,0.0203,0.1067,0.0203,0.0635,1,d1_F-L-D_a,0.9937
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-L-N_a,a,d1_F-SS-D_a,d1_F-L-N_a,NDIF,1,0.2451,0.8520,0.2451,0.8520,,0,,0.9962
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-L-P_a,a,d1_F-SS-D_a,d1_F-L-P_a,NDIF,1,0.3775,0.8520,0.3775,0.8520,,0,,0.9700
Llama-3.1-70B,constructed,d1_F-SS-D_a|d1_F-SS-P_a,a,d1_F-SS-D_a,d1_F-SS-P_a,NDIF,1,0.4378,0.7773,0.4378,0.7773,,0,,0.9637
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-A-D_b,b,d1_F-SS-D_b,d1_F-A-D_b,NDIF,1,0.0001,0.0007,0.0001,0.0007,0.0004,1,d1_F-A-D_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-A-N_b,b,d1_F-SS-D_b,d1_F-A-N_b,NDIF,1,0.0003,0.0025,0.0003,0.0025,0.0014,1,d1_F-A-N_b,0.9999
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-A-P_b,b,d1_F-SS-D_b,d1_F-A-P_b,NDIF,1,0.0001,0.0009,0.0001,0.0009,0.0005,1,d1_F-A-P_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-L-D_b,b,d1_F-SS-D_b,d1_F-L-D_b,NDIF,1,0.0019,0.0141,0.0019,0.0141,0.0080,1,d1_F-L-D_b,0.9922
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-L-N_b,b,d1_F-SS-D_b,d1_F-L-N_b,NDIF,1,0.1480,0.8933,0.1480,0.8933,,0,,0.9985
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-L-P_b,b,d1_F-SS-D_b,d1_F-L-P_b,NDIF,1,0.0059,0.8176,0.0059,0.8176,,0,,0.9984
Llama-3.1-70B,constructed,d1_F-SS-D_b|d1_F-SS-P_b,b,d1_F-SS-D_b,d1_F-SS-P_b,NDIF,1,0.0331,0.6792,0.0331,0.6792,,0,,0.9878
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-A-D_c,c,d1_F-SS-D_c,d1_F-A-D_c,NDIF,1,0.0013,0.0015,0.0013,0.0015,0.0014,1,d1_F-A-D_c,0.9999
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-A-N_c,c,d1_F-SS-D_c,d1_F-A-N_c,NDIF,1,0.0046,0.0097,0.0046,0.0097,0.0072,1,d1_F-A-N_c,0.9987
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-A-P_c,c,d1_F-SS-D_c,d1_F-A-P_c,NDIF,1,0.0022,0.0601,0.0022,0.0601,0.0311,1,d1_F-A-P_c,0.9904
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-L-D_c,c,d1_F-SS-D_c,d1_F-L-D_c,NDIF,1,0.5622,0.0601,0.5622,0.0601,,0,,0.9332
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-L-N_c,c,d1_F-SS-D_c,d1_F-L-N_c,NDIF,1,0.5312,0.8670,0.5312,0.8670,0.6991,1,d1_F-SS-D_c,0.9838
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-L-P_c,c,d1_F-SS-D_c,d1_F-L-P_c,NDIF,1,0.6514,0.5622,0.6514,0.5622,0.6068,1,d1_F-SS-D_c,0.9286
Llama-3.1-70B,constructed,d1_F-SS-D_c|d1_F-SS-P_c,c,d1_F-SS-D_c,d1_F-SS-P_c,NDIF,1,0.4073,0.4073,0.4073,0.4073,0.4073,1,d1_F-SS-P_c,0.9555
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-A-D_a,a,d1_F-SS-N_a,d1_F-A-D_a,NDIF,1,0.0004,0.0002,0.0004,0.0002,0.0003,1,d1_F-A-D_a,1.0000
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-A-N_a,a,d1_F-SS-N_a,d1_F-A-N_a,NDIF,1,0.0025,0.0004,0.0025,0.0004,0.0015,1,d1_F-A-N_a,0.9999
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-A-P_a,a,d1_F-SS-N_a,d1_F-A-P_a,NDIF,1,0.0017,0.0009,0.0017,0.0009,0.0013,1,d1_F-A-P_a,0.9999
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-L-D_a,a,d1_F-SS-N_a,d1_F-L-D_a,NDIF,1,0.0141,0.0331,0.0141,0.0331,0.0236,1,d1_F-L-D_a,0.9992
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-L-N_a,a,d1_F-SS-N_a,d1_F-L-N_a,NDIF,1,0.5927,0.0675,0.5927,0.0675,,0,,0.9929
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-L-P_a,a,d1_F-SS-N_a,d1_F-L-P_a,NDIF,1,0.3208,0.1330,0.3208,0.1330,0.2269,1,d1_F-L-P_a,0.9829
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-SS-D_a,a,d1_F-SS-N_a,d1_F-SS-D_a,NDIF,1,0.4378,0.7311,0.4378,0.7311,,0,,0.9914
Llama-3.1-70B,constructed,d1_F-SS-N_a|d1_F-SS-P_a,a,d1_F-SS-N_a,d1_F-SS-P_a,NDIF,1,0.2018,0.3775,0.2018,0.3775,0.2897,1,d1_F-SS-P_a,0.9855
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-A-D_b,b,d1_F-SS-N_b,d1_F-A-D_b,NDIF,1,0.0000,0.0001,0.0000,0.0001,0.0001,1,d1_F-A-D_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-A-N_b,b,d1_F-SS-N_b,d1_F-A-N_b,NDIF,1,0.0003,0.0004,0.0003,0.0004,0.0004,1,d1_F-A-N_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-A-P_b,b,d1_F-SS-N_b,d1_F-A-P_b,NDIF,1,0.0001,0.0003,0.0001,0.0003,0.0002,1,d1_F-A-P_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-L-D_b,b,d1_F-SS-N_b,d1_F-L-D_b,NDIF,1,0.0003,0.0025,0.0003,0.0025,0.0014,1,d1_F-L-D_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-L-N_b,b,d1_F-SS-N_b,d1_F-L-N_b,NDIF,1,0.1645,0.0141,0.1645,0.0141,0.0893,1,d1_F-L-N_b,0.9974
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-L-P_b,b,d1_F-SS-N_b,d1_F-L-P_b,NDIF,1,0.0052,0.0953,0.0052,0.0953,0.0503,1,d1_F-L-P_b,0.9998
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-SS-D_b,b,d1_F-SS-N_b,d1_F-SS-D_b,NDIF,1,0.0851,0.9740,0.0851,0.9740,,0,,0.9985
Llama-3.1-70B,constructed,d1_F-SS-N_b|d1_F-SS-P_b,b,d1_F-SS-N_b,d1_F-SS-P_b,NDIF,1,0.0331,0.9579,0.0331,0.9579,,0,,0.9996
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-A-D_c,c,d1_F-SS-N_c,d1_F-A-D_c,NDIF,1,0.0012,0.0003,0.0012,0.0003,0.0007,1,d1_F-A-D_c,0.9999
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-A-N_c,c,d1_F-SS-N_c,d1_F-A-N_c,NDIF,1,0.0036,0.0008,0.0036,0.0008,0.0022,1,d1_F-A-N_c,0.9998
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-A-P_c,c,d1_F-SS-N_c,d1_F-A-P_c,NDIF,1,0.0013,0.0017,0.0013,0.0017,0.0015,1,d1_F-A-P_c,0.9998
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-L-D_c,c,d1_F-SS-N_c,d1_F-L-D_c,NDIF,1,0.1480,0.0474,0.1480,0.0474,0.0977,1,d1_F-L-D_c,0.9730
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-L-N_c,c,d1_F-SS-N_c,d1_F-L-N_c,NDIF,1,0.6792,0.2018,0.6792,0.2018,,0,,0.9789
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-L-P_c,c,d1_F-SS-N_c,d1_F-L-P_c,NDIF,1,0.5000,0.1192,0.5000,0.1192,,0,,0.9377
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-SS-D_c,c,d1_F-SS-N_c,d1_F-SS-D_c,NDIF,1,0.4073,0.7773,0.4073,0.7773,,0,,0.9694
Llama-3.1-70B,constructed,d1_F-SS-N_c|d1_F-SS-P_c,c,d1_F-SS-N_c,d1_F-SS-P_c,NDIF,1,0.0534,0.2689,0.0534,0.2689,0.1612,1,d1_F-SS-P_c,0.9927
Llama-3.1-70B,constructed,d1_F-SS-P_a|d1_F-A-D_a,a,d1_F-SS-P_a,d1_F-A-D_a,NDIF,1,0.0010,0.0009,0.0010,0.0009,0.0010,1,d1_F-A-D_a,0.9999
Llama-3.1-70B,constructed,d1_F-SS-P_a|d1_F-A-N_a,a,d1_F-SS-P_a,d1_F-A-N_a,NDIF,1,0.0097,0.0097,0.0097,0.0097,0.0097,1,d1_F-A-N_a,0.9993
Llama-3.1-70B,constructed,d1_F-SS-P_a|d1_F-A-P_a,a,d1_F-SS-P_a,d1_F-A-P_a,NDIF,1,0.0010,0.0067,0.0010,0.0067,0.0039,1,d1_F-A-P_a,0.9982
Llama-3.1-70B,constructed,d1_F-SS-P_a|d1_F-L-D_a,a,d1_F-SS-P_a,d1_F-L-D_a,NDIF,1,0.0293,0.0373,0.0293,0.0373,0.0333,1,d1_F-L-D_a,0.9859
Llama-3.1-70B,constructed,d1_F-SS-P_a|d1_F-L-N_a,a,d1_F-SS-P_a,d1_F-L-N_a,NDIF,1,0.5927,0.6514,0.5927,0.6514,0.6220,1,d1_F-SS-P_a,0.9825
Llama-3.1-70B,constructed,d1_F-SS-P_a|d1_F-L-P_a,a,d1_F-SS-P_a,d1_F-L-P_a,NDIF,1,0.5927,0.1192,0.5927,0.1192,,0,,0.9257
Llama-3.1-70B,constructed,d1_F-SS-P_b|d1_F-A-D_b,b,d1_F-SS-P_b,d1_F-A-D_b,NDIF,1,0.0001,0.0002,0.0001,0.0002,0.0001,1,d1_F-A-D_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-P_b|d1_F-A-N_b,b,d1_F-SS-P_b,d1_F-A-N_b,NDIF,1,0.0002,0.0015,0.0002,0.0015,0.0009,1,d1_F-A-N_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-P_b|d1_F-A-P_b,b,d1_F-SS-P_b,d1_F-A-P_b,NDIF,1,0.0001,0.0004,0.0001,0.0004,0.0003,1,d1_F-A-P_b,1.0000
Llama-3.1-70B,constructed,d1_F-SS-P_b|d1_F-L-D_b,b,d1_F-SS-P_b,d1_F-L-D_b,NDIF,1,0.0003,0.0067,0.0003,0.0067,0.0035,1,d1_F-L-D_b,0.9999
Llama-3.1-70B,constructed,d1_F-SS-P_b|d1_F-L-N_b,b,d1_F-SS-P_b,d1_F-L-N_b,NDIF,1,0.1824,0.5622,0.1824,0.5622,,0,,0.9993
Llama-3.1-70B,constructed,d1_F-SS-P_b|d1_F-L-P_b,b,d1_F-SS-P_b,d1_F-L-P_b,NDIF,1,0.0373,0.0097,0.0373,0.0097,0.0235,1,d1_F-L-P_b,0.9697
Llama-3.1-70B,constructed,d1_F-SS-P_c|d1_F-A-D_c,c,d1_F-SS-P_c,d1_F-A-D_c,NDIF,1,0.0028,0.0019,0.0028,0.0019,0.0024,1,d1_F-A-D_c,0.9997
Llama-3.1-70B,constructed,d1_F-SS-P_c|d1_F-A-N_c,c,d1_F-SS-P_c,d1_F-A-N_c,NDIF,1,0.0141,0.0110,0.0141,0.0110,0.0125,1,d1_F-A-N_c,0.9989
Llama-3.1-70B,constructed,d1_F-SS-P_c|d1_F-A-P_c,c,d1_F-SS-P_c,d1_F-A-P_c,NDIF,1,0.0017,0.0067,0.0017,0.0067,0.0042,1,d1_F-A-P_c,0.9971
Llama-3.1-70B,constructed,d1_F-SS-P_c|d1_F-L-D_c,c,d1_F-SS-P_c,d1_F-L-D_c,NDIF,1,0.5312,0.0675,0.5312,0.0675,,0,,0.9583
Llama-3.1-70B,constructed,d1_F-SS-P_c|d1_F-L-N_c,c,d1_F-SS-P_c,d1_F-L-N_c,NDIF,1,0.7773,0.7311,0.7773,0.7311,0.7542,1,d1_F-SS-P_c,0.9803
Llama-3.1-70B,constructed,d1_F-SS-P_c|d1_F-L-P_c,c,d1_F-SS-P_c,d1_F-L-P_c,NDIF,1,0.8670,0.0851,0.8670,0.0851,,0,,0.9171
Llama-3.1-70B,main,d1_A_a|d1_D12_a,a,d1_A_a,d1_D12_a,NDIF,1,0.9924,0.9996,0.9924,0.9996,0.9960,1,d1_A_a,0.9998
Llama-3.1-70B,main,d1_A_a|d1_D4_a,a,d1_A_a,d1_D4_a,NDIF,1,0.9859,0.9797,0.9859,0.9797,0.9828,1,d1_A_a,0.9998
Llama-3.1-70B,main,d1_A_a|d1_L_a,a,d1_A_a,d1_L_a,CoreWeave,1,0.9964,0.9996,0.9964,0.9996,0.9980,1,d1_A_a,0.9998
Llama-3.1-70B,main,d1_A_a|d1_Lp_a,a,d1_A_a,d1_Lp_a,CoreWeave,1,0.9990,0.9981,0.9990,0.9981,0.9985,1,d1_A_a,1.0000
Llama-3.1-70B,main,d1_A_a|d1_M_a,a,d1_A_a,d1_M_a,CoreWeave,1,0.9996,0.9998,0.9996,0.9998,0.9997,1,d1_A_a,1.0000
Llama-3.1-70B,main,d1_A_a|d1_SN_a,a,d1_A_a,d1_SN_a,CoreWeave,1,0.9924,0.9972,0.9924,0.9972,0.9948,1,d1_A_a,0.9997
Llama-3.1-70B,main,d1_A_a|d1_SS_a,a,d1_A_a,d1_SS_a,CoreWeave,1,0.9997,0.9998,0.9997,0.9998,0.9998,1,d1_A_a,1.0000
Llama-3.1-70B,main,d1_A_a|d1_S_a,a,d1_A_a,d1_S_a,NDIF,1,0.9988,0.9997,0.9988,0.9997,0.9992,1,d1_A_a,0.9998
Llama-3.1-70B,main,d1_A_a|d1_W_a,a,d1_A_a,d1_W_a,CoreWeave,1,0.9975,0.9996,0.9975,0.9996,0.9985,1,d1_A_a,0.9999
Llama-3.1-70B,main,d1_A_b|d1_D12_b,b,d1_A_b,d1_D12_b,NDIF,1,0.9999,1.0000,0.9999,1.0000,0.9999,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_D4_b,b,d1_A_b,d1_D4_b,NDIF,1,0.9876,0.9997,0.9876,0.9997,0.9936,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_L_b,b,d1_A_b,d1_L_b,CoreWeave,1,0.9985,0.9999,0.9985,0.9999,0.9992,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_Lp_b,b,d1_A_b,d1_Lp_b,CoreWeave,1,0.9999,0.9999,0.9999,0.9999,0.9999,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_M_b,b,d1_A_b,d1_M_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_SN_b,b,d1_A_b,d1_SN_b,CoreWeave,1,0.9991,1.0000,0.9991,1.0000,0.9995,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_SS_b,b,d1_A_b,d1_SS_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_S_b,b,d1_A_b,d1_S_b,NDIF,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_b|d1_W_b,b,d1_A_b,d1_W_b,CoreWeave,1,0.9998,0.9999,0.9998,0.9999,0.9999,1,d1_A_b,1.0000
Llama-3.1-70B,main,d1_A_c|d1_D12_c,c,d1_A_c,d1_D12_c,NDIF,1,0.9968,0.9994,0.9968,0.9994,0.9981,1,d1_A_c,0.9989
Llama-3.1-70B,main,d1_A_c|d1_D4_c,c,d1_A_c,d1_D4_c,NDIF,1,0.9988,0.9941,0.9988,0.9941,0.9965,1,d1_A_c,0.9997
Llama-3.1-70B,main,d1_A_c|d1_L_c,c,d1_A_c,d1_L_c,CoreWeave,1,0.9978,0.9998,0.9978,0.9998,0.9988,1,d1_A_c,0.9998
Llama-3.1-70B,main,d1_A_c|d1_Lp_c,c,d1_A_c,d1_Lp_c,CoreWeave,1,0.9933,0.9972,0.9933,0.9972,0.9953,1,d1_A_c,0.9996
Llama-3.1-70B,main,d1_A_c|d1_M_c,c,d1_A_c,d1_M_c,CoreWeave,1,0.9996,0.9999,0.9996,0.9999,0.9997,1,d1_A_c,1.0000
Llama-3.1-70B,main,d1_A_c|d1_SN_c,c,d1_A_c,d1_SN_c,CoreWeave,1,0.9990,0.9994,0.9990,0.9994,0.9992,1,d1_A_c,0.9998
Llama-3.1-70B,main,d1_A_c|d1_SS_c,c,d1_A_c,d1_SS_c,CoreWeave,1,0.9996,0.9999,0.9996,0.9999,0.9997,1,d1_A_c,0.9999
Llama-3.1-70B,main,d1_A_c|d1_S_c,c,d1_A_c,d1_S_c,NDIF,1,0.9998,0.9997,0.9998,0.9997,0.9998,1,d1_A_c,0.9999
Llama-3.1-70B,main,d1_A_c|d1_W_c,c,d1_A_c,d1_W_c,CoreWeave,1,0.9991,0.9997,0.9991,0.9997,0.9994,1,d1_A_c,0.9999
Llama-3.1-70B,main,d1_D4_a|d1_D12_a,a,d1_D4_a,d1_D12_a,CoreWeave,1,0.5622,0.2018,0.5622,0.2018,,0,,0.9967
Llama-3.1-70B,main,d1_D4_a|d1_L_a,a,d1_D4_a,d1_L_a,CoreWeave,1,0.7982,0.0601,0.7982,0.0601,,0,,0.9940
Llama-3.1-70B,main,d1_D4_b|d1_D12_b,b,d1_D4_b,d1_D12_b,CoreWeave,1,0.9914,0.9707,0.9914,0.9707,0.9811,1,d1_D4_b,0.9998
Llama-3.1-70B,main,d1_D4_b|d1_L_b,b,d1_D4_b,d1_L_b,CoreWeave,1,0.9876,0.8355,0.9876,0.8355,0.9115,1,d1_D4_b,0.9996
Llama-3.1-70B,main,d1_D4_c|d1_D12_c,c,d1_D4_c,d1_D12_c,CoreWeave,1,0.5927,0.0759,0.5927,0.0759,,0,,0.9663
Llama-3.1-70B,main,d1_D4_c|d1_L_c,c,d1_D4_c,d1_L_c,CoreWeave,1,0.5927,0.0293,0.5927,0.0293,,0,,0.9851
Llama-3.1-70B,main,d1_L_a|d1_D12_a,a,d1_L_a,d1_D12_a,CoreWeave,1,0.9707,0.0675,0.9707,0.0675,,0,,0.9692
Llama-3.1-70B,main,d1_L_a|d1_Lp_a,a,d1_L_a,d1_Lp_a,NDIF,1,0.6792,0.9669,0.6792,0.9669,0.8230,1,d1_L_a,0.9993
Llama-3.1-70B,main,d1_L_a|d1_SN_a,a,d1_L_a,d1_SN_a,CoreWeave,1,0.7982,0.2689,0.7982,0.2689,,0,,0.9904
Llama-3.1-70B,main,d1_L_a|d1_SS_a,a,d1_L_a,d1_SS_a,CoreWeave,1,0.8520,0.9859,0.8520,0.9859,0.9189,1,d1_L_a,0.9965
Llama-3.1-70B,main,d1_L_a|d1_S_a,a,d1_L_a,d1_S_a,CoreWeave,1,0.9841,0.9466,0.9841,0.9466,0.9653,1,d1_L_a,0.9743
Llama-3.1-70B,main,d1_L_b|d1_D12_b,b,d1_L_b,d1_D12_b,CoreWeave,1,0.9841,0.8355,0.9841,0.8355,0.9098,1,d1_L_b,0.9992
Llama-3.1-70B,main,d1_L_b|d1_Lp_b,b,d1_L_b,d1_Lp_b,NDIF,1,0.3775,0.9740,0.3775,0.9740,,0,,0.9988
Llama-3.1-70B,main,d1_L_b|d1_SN_b,b,d1_L_b,d1_SN_b,CoreWeave,1,0.0036,0.9627,0.0036,0.9627,,0,,0.9998
Llama-3.1-70B,main,d1_L_b|d1_SS_b,b,d1_L_b,d1_SS_b,CoreWeave,1,0.9954,0.9998,0.9954,0.9998,0.9976,1,d1_L_b,1.0000
Llama-3.1-70B,main,d1_L_b|d1_S_b,b,d1_L_b,d1_S_b,CoreWeave,1,0.9954,0.9995,0.9954,0.9995,0.9975,1,d1_L_b,0.9999
Llama-3.1-70B,main,d1_L_c|d1_D12_c,c,d1_L_c,d1_D12_c,CoreWeave,1,0.8355,0.1192,0.8355,0.1192,,0,,0.9604
Llama-3.1-70B,main,d1_L_c|d1_Lp_c,c,d1_L_c,d1_Lp_c,NDIF,1,0.4378,0.5927,0.4378,0.5927,,0,,0.9878
Llama-3.1-70B,main,d1_L_c|d1_SN_c,c,d1_L_c,d1_SN_c,CoreWeave,1,0.7058,0.3486,0.7058,0.3486,,0,,0.9790
Llama-3.1-70B,main,d1_L_c|d1_SS_c,c,d1_L_c,d1_SS_c,CoreWeave,1,0.7058,0.6792,0.7058,0.6792,0.6925,1,d1_L_c,0.9499
Llama-3.1-70B,main,d1_L_c|d1_S_c,c,d1_L_c,d1_S_c,CoreWeave,1,0.9707,0.6792,0.9707,0.6792,0.8249,1,d1_L_c,0.9693
Llama-3.1-70B,main,d1_Lp_a|d1_D12_a,a,d1_Lp_a,d1_D12_a,NDIF,1,0.0675,0.7058,0.0675,0.7058,,0,,0.9993
Llama-3.1-70B,main,d1_Lp_a|d1_D4_a,a,d1_Lp_a,d1_D4_a,NDIF,1,0.2018,0.0759,0.2018,0.0759,0.1388,1,d1_D4_a,0.9994
Llama-3.1-70B,main,d1_Lp_a|d1_SN_a,a,d1_Lp_a,d1_SN_a,CoreWeave,1,0.0141,0.4378,0.0141,0.4378,0.2259,1,d1_SN_a,0.9996
Llama-3.1-70B,main,d1_Lp_a|d1_S_a,a,d1_Lp_a,d1_S_a,CoreWeave,1,0.0124,0.6792,0.0124,0.6792,,0,,0.9992
Llama-3.1-70B,main,d1_Lp_b|d1_D12_b,b,d1_Lp_b,d1_D12_b,NDIF,1,0.1192,0.8355,0.1192,0.8355,,0,,0.9993
Llama-3.1-70B,main,d1_Lp_b|d1_D4_b,b,d1_Lp_b,d1_D4_b,NDIF,1,0.0110,0.2018,0.0110,0.2018,0.1064,1,d1_D4_b,0.9995
Llama-3.1-70B,main,d1_Lp_b|d1_SN_b,b,d1_Lp_b,d1_SN_b,CoreWeave,1,0.0046,0.6225,0.0046,0.6225,,0,,0.9995
Llama-3.1-70B,main,d1_Lp_b|d1_S_b,b,d1_Lp_b,d1_S_b,CoreWeave,1,0.0260,0.9526,0.0260,0.9526,,0,,0.9994
Llama-3.1-70B,main,d1_Lp_c|d1_D12_c,c,d1_Lp_c,d1_D12_c,NDIF,1,0.8355,0.7058,0.8355,0.7058,0.7706,1,d1_Lp_c,0.9912
Llama-3.1-70B,main,d1_Lp_c|d1_D4_c,c,d1_Lp_c,d1_D4_c,NDIF,1,0.2942,0.7058,0.2942,0.7058,,0,,0.9965
Llama-3.1-70B,main,d1_Lp_c|d1_SN_c,c,d1_Lp_c,d1_SN_c,CoreWeave,1,0.1824,0.7058,0.1824,0.7058,,0,,0.9941
Llama-3.1-70B,main,d1_Lp_c|d1_S_c,c,d1_Lp_c,d1_S_c,CoreWeave,1,0.2018,0.7058,0.2018,0.7058,,0,,0.9948
Llama-3.1-70B,main,d1_M_a|d1_D12_a,a,d1_M_a,d1_D12_a,NDIF,1,0.1330,0.0851,0.1330,0.0851,0.1090,1,d1_D12_a,0.9870
Llama-3.1-70B,main,d1_M_a|d1_D4_a,a,d1_M_a,d1_D4_a,NDIF,1,0.0036,0.6792,0.0036,0.6792,,0,,0.9995
Llama-3.1-70B,main,d1_M_a|d1_L_a,a,d1_M_a,d1_L_a,CoreWeave,1,0.0373,0.0601,0.0373,0.0601,0.0487,1,d1_L_a,0.9967
Llama-3.1-70B,main,d1_M_a|d1_Lp_a,a,d1_M_a,d1_Lp_a,CoreWeave,1,0.0421,0.9740,0.0421,0.9740,,0,,0.9998
Llama-3.1-70B,main,d1_M_a|d1_SS_a,a,d1_M_a,d1_SS_a,CoreWeave,1,0.5622,0.2689,0.5622,0.2689,,0,,0.9820
Llama-3.1-70B,main,d1_M_a|d1_S_a,a,d1_M_a,d1_S_a,CoreWeave,1,0.9579,0.0851,0.9579,0.0851,,0,,0.9746
Llama-3.1-70B,main,d1_M_b|d1_D12_b,b,d1_M_b,d1_D12_b,NDIF,1,0.0008,0.1192,0.0008,0.1192,0.0600,1,d1_D12_b,0.9998
Llama-3.1-70B,main,d1_M_b|d1_D4_b,b,d1_M_b,d1_D4_b,NDIF,1,0.0001,0.0004,0.0001,0.0004,0.0003,1,d1_D4_b,1.0000
